mosaic_leg,platform_MOSAIC,station - device operation,sampling_date,sampling_time,sample_environment,device_code,collector,tank,water type,pool,depth_start_m,depth_end_m,sample_type (variable type),sample_number,sample nr in metadata,sample_label,volume_FSW,section_volume_ml,variable_vol_ml,container_type,treatment_chemicals,storage_temperature_C,sample_box_label,transport_box_label,sample_analysis_state,project,destination,contact,sample remark,taken_by,approx_lat,approx_lon
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:30,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,901,901,PS122_CN_RNA_901,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:30,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,902,902,PS122_CN_RNA_902,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,16:15,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_DNA,903,903,PS122_CN_DNA_903,,10000,9960,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,16:15,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_DNA,904,904,PS122_CN_DNA_904,,10000,9960,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,16:15,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_DNA,905,905,PS122_CN_DNA_905,,10000,9960,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,16:15,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_DNA,906,906,PS122_CN_DNA_906,,10000,9960,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:45,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,907,907,PS122_CN_RNA_907,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:45,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,908,908,PS122_CN_RNA_908,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:40,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,909,909,PS122_CN_RNA_909,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:40,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,910,910,PS122_CN_RNA_910,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:10,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,911,911,PS122_CN_RNA_911,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:10,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,912,912,PS122_CN_RNA_912,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:20,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,913,913,PS122_CN_RNA_913,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:20,Ocean,hand_pump,hand_pump,AA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,914,914,PS122_CN_RNA_914,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:20,Ocean,hand_pump,hand_pump,UREA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,915,915,PS122_CN_RNA_915,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:20,Ocean,hand_pump,hand_pump,UREA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,916,916,PS122_CN_RNA_916,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:10,Ocean,hand_pump,hand_pump,NIT_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,917,917,PS122_CN_RNA_917,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:10,Ocean,hand_pump,hand_pump,NIT_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_RNA,918,918,PS122_CN_RNA_918,,3300,3260,Sterivex cartridges (0.2 µm),-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:25,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,901,,PS122_CN_FCM_901,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:25,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,901,,PS122_CN_FCM_901,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:25,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,902,,PS122_CN_FCM_902,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:25,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,902,,PS122_CN_FCM_902,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:40,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,907,,PS122_CN_FCM_907,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:40,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,907,,PS122_CN_FCM_907,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:40,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,908,,PS122_CN_FCM_908,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:40,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,908,,PS122_CN_FCM_908,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:35,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,909,,PS122_CN_FCM_909,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:35,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,909,,PS122_CN_FCM_909,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:35,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,910,,PS122_CN_FCM_910,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:35,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,910,,PS122_CN_FCM_910,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:05,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,911,,PS122_CN_FCM_911,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:05,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,911,,PS122_CN_FCM_911,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:05,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,912,,PS122_CN_FCM_912,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:05,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,912,,PS122_CN_FCM_912,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:15,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,913,,PS122_CN_FCM_913,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:15,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,913,,PS122_CN_FCM_913,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:15,Ocean,hand_pump,hand_pump,AA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,914,,PS122_CN_FCM_914,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:15,Ocean,hand_pump,hand_pump,AA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,914,,PS122_CN_FCM_914,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:15,Ocean,hand_pump,hand_pump,UREA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,915,,PS122_CN_FCM_915,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:15,Ocean,hand_pump,hand_pump,UREA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,915,,PS122_CN_FCM_915,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:15,Ocean,hand_pump,hand_pump,UREA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,916,,PS122_CN_FCM_916,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,17:15,Ocean,hand_pump,hand_pump,UREA_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,916,,PS122_CN_FCM_916,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:05,Ocean,hand_pump,hand_pump,NIT_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,917,,PS122_CN_FCM_917,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:05,Ocean,hand_pump,hand_pump,NIT_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,917,,PS122_CN_FCM_917,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:05,Ocean,hand_pump,hand_pump,NIT_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,918,,PS122_CN_FCM_918,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,18:05,Ocean,hand_pump,hand_pump,NIT_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_FCM,918,,PS122_CN_FCM_918,,2,2,vial with liquid sample,GDA,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,901,,PS122_CN_ISO_901,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,902,,PS122_CN_ISO_902,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,903,,PS122_CN_ISO_903,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,904,,PS122_CN_ISO_904,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,905,,PS122_CN_ISO_905,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-21,15:40,Ocean,hand_pump,hand_pump,T0,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,906,,PS122_CN_ISO_906,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,907,,PS122_CN_ISO_907,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,908,,PS122_CN_ISO_908,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,909,,PS122_CN_ISO_909,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,910,,PS122_CN_ISO_910,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,911,,PS122_CN_ISO_911,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,13:55,Ocean,hand_pump,hand_pump,REF_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,912,,PS122_CN_ISO_912,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,913,,PS122_CN_ISO_913,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,914,,PS122_CN_ISO_914,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,915,,PS122_CN_ISO_915,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,916,,PS122_CN_ISO_916,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,917,,PS122_CN_ISO_917,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,19:50,Ocean,hand_pump,hand_pump,N2_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,918,,PS122_CN_ISO_918,,3480,3480,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,919,,PS122_CN_ISO_919,,1155,1155,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,920,,PS122_CN_ISO_920,,1155,1155,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM- DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,921,,PS122_CN_ISO_921,,1155,1155,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,922,,PS122_CN_ISO_922,,1155,1155,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,923,,PS122_CN_ISO_923,,1155,875,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,15:20,Ocean,hand_pump,hand_pump,AMM_LIGHT,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,924,,PS122_CN_ISO_924,,1155,1155,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:30,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,925,,PS122_CN_ISO_925,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:30,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,926,,PS122_CN_ISO_926,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
PS122/2,pack_ice,PS122/2_16-74,2019-12-22,16:30,Ocean,hand_pump,hand_pump,AA_DARK,SUBSEAICE,CN_Experiment_9,0.0,,CN_ISO,927,,PS122_CN_ISO_927,,1200,1200,filter in aluminum foil,-80°C,-80°C,BOX_6 CN_Experiment9/10,CNExp-80.1,unprocessed,CN- Project,SU,,,Lena,86.63,113.2
